MDU,HW_Property Name,Address,RecordID,Zip
F1789,VILLAGE ROYALE - GREENRIDGE,"2300 Northeast 1st Lane, Boynton Beach, FL 33435-1953, USA",039080660,33435
F1680,VILLAGE ROYALE CONDOMINIUM,"2171 Northeast 1st Court, Boynton Beach, FL 33435-2349, USA",036491624,33435
F0356,VILLAGE WALK,"3200 Village Walk Circle, Naples, FL 34109-1316, USA",052711514,34109
F0455,VILLAGES OF EMERALD BAY,"422 Emerald Bay Circle, Naples, FL 34110-8680, USA",064225464,34110
F1919,VILLAS BY THE SEA,"4444 El Mar Drive, Lauderdale-by-the-Sea, FL 33308-3773, USA",066388639,33308
F1683,VILLAS OF HOBE SOUND,"7960 Southeast Villa Circle, Hobe Sound, FL 33455-2041, USA",090029703,33455
F1164,VILLAS OF OCEAN DUNES,"1305 Ocean Dunes Circle, Jupiter, FL 33477-9132, USA",014558988,33477
F0578,VILLAS OF PARK SHORE,4056 CRAYTON RD 34103,062034856,34103
F1844,VILLAS OF PINE TREE,"VILLAS OF PINE TREE, Boynton Beach, FL 33436, USA",,
F1806,VILLAS OF POSITANO,,,33019
F1552,VILLAS OF ROLLING HILLS,"3550 West Rolling Hills Circle, Davie, FL 33328, USA",056931510,33328
F1450,VILLAS PASS MASCOTTE,"4880 Lyric Drive, Florida 34736, USA",069511492,34736
F0344,VINTAGE ESTATES,"7001 Northwest 106th Avenue, Florida 33178-3241, USA",084805002,33178
F1064,VISTA VERDE AT SUNRISE,"8894 Northwest 44th Street, Sunrise, FL 33351-5308, USA",094753869,33351
F0544,VISTABLUE SINGER ISLAND,"3730 North Ocean Drive, Florida 33404-3283, USA",058647035,33404
F0698,VISTAS AT PARK SHORE,"4651 Gulf Shore Boulevard North, Naples, FL 34103-2222, USA",068029841,34103
F1929,VIZCAYA AT LONGBOAT KEY,"VIZCAYA AT LONGBOAT KEY, Gulf of Mexico Drive, Longboat Key, FL 34228, USA",,
F1434,VIZCAYA AT PALM-AIRE ASSOCIATION,"4127 West Palm Aire Drive, Pompano Beach, FL 33069, USA",063087188,33069
F0238,VIZCAYA LAKES,"1700 Renaissance Commons Boulevard, Boynton Beach, FL 33426-7230, USA",025665380,33426
F0112,VIZCAYNE,"NORTH: 244 E BISCAYNE BOULEVARD, SOUTH: 253 NE 2ND STREET, MIAMI, Miami, FL 33132, USA",099576674,33132
F0959,VOYAGER,"2900 Northeast 14th Street Causeway, Pompano Beach, FL 33062-3641, USA",047697965,33062
F0218,VUE,"2001 North Ocean Boulevard, Fort Lauderdale, FL 33305-3749, USA",032055076,33305
F1058,Vi at Bentley Village,"Vi at Bentley Village, Retreat Drive, Naples, FL 34110, USA",,
F1078,Vi at Bentley Village MC,"Vi at Bentley Village MC, Naples, FL 34110, USA",,
F0978,Village of Stuart,"3200 Southeast Aster Lane, Stuart, FL 34994-5585, USA",052709445,34994
F0956,Villas at Barefoot Beach,"123 Barefoot Circle, Bonita Springs, FL 34134-8574, USA",011978155,34134
F1506,WALDEN OAKS OF NAPLES,"6755 Lone Oak Boulevard, Naples, FL 34109-6815, USA",083480164,34109
F0919,WATER TOWER COMMONS PHASE II,"1199 West Lantana Road, Lantana, FL 33462-1514, USA",010154969,33462
F1520,WATERFORD POINT,"801 South Federal Highway, Pompano Beach, FL 33062-6762, USA",090515408,33062
F1194,WATERS EDGE OF LEE CONDOMINIUM ASSOCIATION,16686 WATERS EDGE CT 33908,024989615,33908
F1238,WATERSIDE PLACE CONDOMINIUM,524 LAKE LOUISE CIR 34110,073267477,34110
F1594,WATERSIDE VILLAGE,"300 Sunset Lake Boulevard, Venice, FL 34292, USA",049112771,34292
F0767,WATERSTONE,"8521 Waterstone Boulevard, Fort Pierce, FL 34951-1603, USA",093492544,34951
F0855,WATERVIEW TOWERS,"400 North Flagler Drive, West Palm Beach, FL 33401-4304, USA",061125554,33401
F1221,WELLEN PARK - ANTIGUA,"19611 Tortuga Cay Drive, Florida 34293-4727, USA",031100538,34293
F0964,WELLEN PARK - AVELINA,"12621 MARIBEL STREET, Venice, FL 34293, USA",013188755,34293
F1261,WELLEN PARK - SOLEA,"19503 South West Villages Parkway, Florida 34293-5106, USA",030953309,34293
F0987,WELLEN PARK - SOLSTICE,"12620 Pinnacle Lane, Florida 34293, USA",013187206,34293
F0963,WELLEN PARK - TORTUGA,"19600 Tortuga Cay Drive, Florida 34293, USA",031086254,34293
F1030,WELLEN PARK - WYSTERIA,"18217 Vizcaya Court, Florida 34293-4863, USA",028473022,34293
F0673,WEST GATE CONDO,2901 GULF SHORE BLVD N 34103,047714534,34103
F1633,WESTMINSTER GLEN OF ST ANDREWS EAST,1625 LANCASHIRE DR 34293,024122906,34293
F0233,WESTSIDE-DRI-CALABRIA,"WESTSIDE-DRI-CALABRIA, Kissimmee, FL 34747, USA",,
F0201,WESTSIDE-DRI-CARIBE COV,"9000 Treasure Trove Lane, Florida 34747-3029, USA",095373466,34747
F0202,WESTSIDE-DRI-TUSCANY,"WESTSIDE-DRI, Tuscany Way, Kissimmee, FL 34747, USA",,
F1835,WESTVIEW CONDOMINIUM NO. 4,"WESTVIEW CONDOMINIUM, Northwest 4 Street NO. 4, Pembroke Pines, FL 33024, USA",,
F1836,WEYBRIDGE CONDOMINIUM,"WEYBRIDGE CONDOMINIUM, Weybridge Circle, NAPLES, FL 34110, USA",,
F1096,WHISPERING SOUND OWNERS ASSOCIATION,"3465 Southwest Whispering Sound Drive, Palm City, FL 34990, USA",055987313,34990
F0081,WHITNEY,"410 Evernia Street, West Palm Beach, FL 33401-5430, USA",062612048,33401
F1204,WIGGINS PASS CHALET,"651 Wiggins Lake Drive, Naples, FL 34110-6043, USA",082273086,34110
F1083,WILDERNESS,"101 Clubhouse Drive, Naples, FL 34105-2936, USA",001197860,34105
F1497,WILLIAMS ISLAND,"5300 Island Boulevard, Aventura, FL 33160-4913, USA",073740112,33160
F1277,WILTON STATION CONDOMINIUM,"1335 Northeast 26th Street, Wilton Manors, FL 33305-1319, USA",015795892,33305
F0736,WIMBLEDON VILLAS AT TOWN PLACE,"5588 Fox Hollow Drive, Boca Raton, FL 33486, USA",075694200,33486
F1558,WINDBOURNE RUSH,"3101 Windrush Bourne, Florida 34235-2040, USA",051101045,34235
F1614,WINDCHIME LAKES HOA,"8720 Windy Circle, Boynton Beach, FL 33472, USA",094234945,33472
F0499,WINDEMERE,"2650 Gulf Shore Boulevard North, Naples, FL 34103-4373, USA",044674114,34103
F0781,WINDEMERE HOUSE,250 S OCEAN BLVD 33483,042376229,33483
F0686,WINDSONG VILLAS,"7000 Penzance Boulevard, Fort Myers, FL 33966, USA",084797919,33966
F1174,WINDSOR COMMUNITY ASSOCIATION,"3125 Windsor Boulevard, Florida 32963-9430, USA",051594396,32963
F1021,WINDSOR COURT,2880 GULF SHORE BLVD N 34103,047434043,34103
F0181,WINDSOR FALLS,"8189 Cabin Lake Circle, Jacksonville, FL 32256, USA",091759911,32256
F1613,WINDSTAR ON NAPLES BAY,"1700 Windstar Boulevard, Naples, FL 34112-4200, USA",025673570,34112
F1360,WOLVERTON AT CENTURY VILLAGE,"4020 Wolverton East, Florida 33434-4508, USA",061562251,33434
F0362,WOODFIELD COUNTRY CLUB,"3650 Club Place, Boca Raton, FL 33496-2702, USA",057895698,33496
F0649,WOODFIELD POA,"2755 Woodfield Boulevard, Vero Beach, FL 32966-6482, USA",046020327,32966
PA016,WOODMERE,"8200 Henry Avenue, Philadelphia, PA 19128-2984, USA",091894226,19128
F0977,WORLD TENNIS CLUB,"4802 Airport-Pulling Road, Naples, FL 34105, USA",069031133,34105
F1595,WYNDSONG ISLE ESTATES,10200 ISLE WYND CT 33437,002069587,33437
F1421,WYNMOOR,"1310 Avenue of the Stars, Coconut Creek, FL 33066-1485, USA",014815029,33066
F1289,WYNWOOD 29 EAST,"2819 Northwest 1st Avenue, Miami, FL 33127-3969, USA",046818234,33127
F1290,WYNWOOD 29 WEST,"2828 Northwest 1st Avenue, Miami, FL 33127-3977, USA",046946587,33127
F0979,WYNWOOD SQUARE,"2201 North Miami Avenue, Miami, FL 33127-5820, USA",037133040,33127
F0751,X LAS OLAS,"301 Southwest 1st Avenue, Fort Lauderdale, FL 33301-4342, USA",049390432,33301
F0380,YACHT & RACQUET CLUB BOCA RAT,"2711 North Ocean Boulevard, Boca Raton, FL 33431-7115, USA",045452217,33431
F1135,YACHT AND COUNTRY CLUB OF STUART,"3883 Southeast Fairway East, Stuart, FL 34997-6119, USA",059874099,34997
F1361,YARMOUTH AT CENTURY VILLAGE,"3035 Yarmouth East, 33434-4527, USA",049907801,33434
GA521,YOO ON THE PARK,"207 13th Street Northeast, Atlanta, GA 30309-4587, USA",033892970,30309
F0797,ZOI HOUSE,"2900 Southwest 28th Lane, Miami, FL 33133-3729, USA",047702740,33133
